record_key,doi,openalex_id,title,authors,year,type,source,cited_by_count,query_ids,title_screen_candidate
10.3788/ope.20182607.1578,10.3788/ope.20182607.1578,https://openalex.org/W2897469414,Optical fiber measurement system for 3-D variation of turbine blade tip clearance,张小栋 ZHANG Xiao-dong; 吴 冰 WU Bing; 谢思莹 XIE Si-ying,2018,article,Optics and Precision Engineering,4,Q12,yes
10.37904/metal.2020.3568,10.37904/metal.2020.3568,https://openalex.org/W3104587806,THE INFLUENCE OF NITRIDING ON THE GEOMETRIC ACCURACY OF PARTS OF SPECIAL TECHNOLOGY,David Dobrocký; Zdeněk Pokorný; Zbyněk Studený; Zdeněk Joska; Jiří Procházka; Emil Svoboda,2020,conference-paper,Metal ...,3,Q02,no
10.3791/54889-v,10.3791/54889-v,https://openalex.org/W4205175309,A Novel Technique for Raman Analysis of Highly Radioactive Samples Using Any Standard Micro-Raman Spectrometer,Jean-Yves Colle; Mohammed Amine Naji; Mark Sierig; D. Manara,2017,article,Journal of Visualized Experiments,4,Q09,no
10.38036/jgpp.11.2_27,10.38036/jgpp.11.2_27,https://openalex.org/W3108581273,Development of an Air Cooled Borescope for Infrared Thermal Load Monitoring in Industrial Gas Turbine Combustors and Operational Experience,Jens Dickhoff; Karsten Kusterer; Atsushi Horikawa; Dieter Bohn,2020,article,International Journal of Gas Turbine Propulsion and Power Systems,4,Q08,yes
10.3837/tiis.2019.08.019,10.3837/tiis.2019.08.019,https://openalex.org/W2974830292,Object Dimension Estimation for Remote Visual Inspection in Borescope Systems,Hyun‐Sik Kim; Yong-Suk Park,2019,article,KSII Transactions on Internet and Information Systems,4,Q08,yes
10.3901/jme.2021.10.001,10.3901/jme.2021.10.001,https://openalex.org/W4250945288,Principle and Method for In-situ Measurement of Micro-scale Worn Surface Morphology Based on 3D Reconstruction with Photometric Stereo Vision Algorithm,Ke Zhu; Huo Yanwen; Tonghai Wu; CHEN Zhixiong,2021,article,Journal of Mechanical Engineering,4,Q08,no
10.3901/jme.2022.08.027,10.3901/jme.2022.08.027,https://openalex.org/W4381940444,Recent Advances and Tendency of Optical Fiber Sensing Technology for Equipment Manufacturing and Operating States Monitoring in Extreme Environments,Tianliang Li; GUO Jinxiu; WU Dongjian; TAN Yuegang; ZHOU Zude,2022,article,Journal of Mechanical Engineering,13,Q03;Q12,no
10.3901/jme.2023.05.011,10.3901/jme.2023.05.011,https://openalex.org/W4375843804,Research Status and Development Trend of Wall Climbing Robot,MA Jiliang; 提出基于比黏附能密度的机器人整体黏附性能分析方法; GUO Yanjie; CHEN Xuefeng,2023,article,Journal of Mechanical Engineering,12,Q08,no
10.3929/ethz-a-010737539,10.3929/ethz-a-010737539,https://openalex.org/W2537940295,Thermomechanical analysis of machining and brazing,Mansur Akbari,2016,dissertation,Repository for Publications and Research Data (ETH Zurich),1,Q09,no
10.3929/ethz-b-000350134,10.3929/ethz-b-000350134,https://openalex.org/W2954364653,EDM Drilling and Milling of Aerospace Materials,Mikhail Kliuev,2019,dissertation,Repository for Publications and Research Data (ETH Zurich),5,Q09,no
10.3990/1.9789036537261,10.3990/1.9789036537261,https://openalex.org/W2168562063,Picosecond pulsed laser microstructuring of metals for microfluidics,Daniel Arnaldo del Cerro,2014,dissertation,,3,Q09,no
10.4028/p-k81788,10.4028/p-k81788,https://openalex.org/W4286697520,&lt;i&gt;In Situ&lt;/i&gt; Wear Measurement of Hot Forging Dies Using Robot Aided Endoscopic Fringe Projection,Philipp Middendorf; Marcel Rothgänger; Julius Peddinghaus; Kai Brunotte; Johanna Uhe; Bernd‐Arno Behrens; Lorenz Quentin; Markus Kästner; Eduard Reithmeier,2022,article,Key engineering materials,2,Q07;Q08,no
10.4028/www.scientific.net/amr.891-892.1225,10.4028/www.scientific.net/amr.891-892.1225,https://openalex.org/W2006469740,Proposal of an Eigen-Strain Estimation for Determination of Residual Stresses Considering the Influence of Machining,M. Ogawa,2014,article,Advanced materials research,1,Q02,no
10.4047/jap.2025.17.4.224,10.4047/jap.2025.17.4.224,https://openalex.org/W4413769955,Fit accuracy of complete crowns fabricated by generative artificial intelligence design: a comparative clinical study,Thaw Thaw Win; Hang‐Nga Mai; So-Yeun Kim; Seok‐Hwan Cho; Jong‐Eun Kim; Viritpon Srimaneepong; Jekita Kaenploy; Du‐Hyeong Lee,2025,article,The Journal of Advanced Prosthodontics,11,Q05,no
10.4050/f-0072-2016-11425,10.4050/f-0072-2016-11425,https://openalex.org/W2620647743,Performance and Loads of a Model Coaxial Rotor Part I: Wind Tunnel Measurements,Christopher Cameron; Jayant Sirohi,2016,conference-paper,,3,Q12,no
10.4050/jahs.64.042003,10.4050/jahs.64.042003,https://openalex.org/W2972684143,Performance and Loads of a Reduced-Scale Coaxial Counterrotating Rotor,Christopher Cameron; Jayant Sirohi; Joseph Schmaus; Inderjit Chopra,2019,article,Journal of the American Helicopter Society,10,Q12,no
10.4061/2011/952470,10.4061/2011/952470,https://openalex.org/W2146686699,Scanning Electrochemical Microscopy as a Tool for the Characterization of Dental Erosion,Pollyana Souza Castro; Alex S. Lima; Tiago Luiz Ferreira; Mauro Bertotti,2011,article,International Journal of Electrochemistry,6,Q09,no
10.4108/ew.9387,10.4108/ew.9387,https://openalex.org/W4415503339,Consistency Monitoring of Wind Turbine Blade Loads Based on MEMS Optical Fiber Sensing,Yong Xue; Li Yang; Xiangye Fan; Binshan Xie; Zhiyuan Ma; 林林 Lin Lin; Mengnan Cao,2025,article,EAI Endorsed Transactions on Energy Web,1,Q12,no
10.4149/km_2012_3_209,10.4149/km_2012_3_209,https://openalex.org/W2325770752,Characteristics of plasma nitrided layers in deep holes,Zdeněk Pokorný; Oto Barborák; Vojtěch Hrubý,2012,article,Kovove Materialy-Metallic Materials,10,Q09,no
10.4172/jbb.10000188,10.4172/jbb.10000188,https://openalex.org/W2126615452,Drug Development in Cell Culture: Crosstalk from the Industrial Prospects,Maxwell Kim Kit Lee,2014,article,Journal of Bioequivalence & Bioavailability,7,Q09,no
10.4236/eng.2020.124020,10.4236/eng.2020.124020,https://openalex.org/W3019212614,Magnitude and Direction of Groundwater Seepage Velocity in Different Soil and Rock Materials,Twana O. Abdullah; Salahalddin S. Ali; Nadhir Al‐Ansari; Sven Knutsson; Jan Laue,2020,article,Engineering,7,Q08,no
10.4236/opj.2013.34a002,10.4236/opj.2013.34a002,https://openalex.org/W2013480118,Mid-Infrared Pulsed Laser Lithotripsy with a Tunable Laser Using Difference-Frequency Generation,Hisanao Hazama; Hiromu Kutsumi; Kunio Awazu,2013,article,Optics and Photonics Journal,2,Q04,no
10.4236/wjm.2017.78018,10.4236/wjm.2017.78018,https://openalex.org/W2747430769,Stress Evaluation at the Maximum Strained State by EBSD and Several Residual Stress Measurements for Plastic Deformed Austenitic Stainless Steel,Yohei Sakakibara; Keiji Kubushiro,2017,article,World Journal of Mechanics,24,Q02,no
10.4271/03-14-01-0009,10.4271/03-14-01-0009,https://openalex.org/W3109097698,Near-TDC Flow-Field Analysis in a High-Tumble Production Spark-Ignition Engine Using Endoscopic High-Speed Particle Image Velocimetry,Lingzhe Rao; Dongchan Kim; Heechang Oh; Sanghoon Kook,2020,article,SAE International Journal of Engines,7,Q08,no
10.4271/2018-01-0632,10.4271/2018-01-0632,https://openalex.org/W2796375707,Infrared Borescopic Analysis of Ignition and Combustion Variability in a Heavy-Duty Natural-Gas Engine,Michael Groß; Ahmet Mazacioglu; Justin Kern; Volker Sick,2018,conference-paper,SAE technical papers on CD-ROM/SAE technical paper series,3,Q08,no
10.4274/turkjorthod.2025.2025.16,10.4274/turkjorthod.2025.2025.16,https://openalex.org/W7117562364,Measurement of Aligner Thickness and Gap Width in Two Types of Clear Aligner Sheets Manufactured Using Two Different Thermoforming Machines - A Nano-CT Pilot Study,Gowardhan S; Mahalakshmi Krishnakumaran; Balaji Krishnan; Shanthini Priya Arumugam; Aswini Soundharya Sekar; Subashree R,2025,article,Turkish Journal of Orthodontics,0,Q05,no
10.4313/teem.2010.11.1.037,10.4313/teem.2010.11.1.037,https://openalex.org/W2111219652,Mg Delta-Doping Effect on a Deep Hole Center Related to Electrical Activation of a p-Type GaN Thin Film,Hyo-Yeol Park; Kyoung-Nam Jeon; Keunjoo Kim,2010,article,Transactions on Electrical and Electronic Materials,4,Q02,no
10.4435/bspi.2017.24,10.4435/bspi.2017.24,https://openalex.org/W3039195095,"Imaging Bioturbation in Supratidal Carbonates: Non-Invasive Field Techniques Enhance Neoichnological and Zoogeomorphological Research, San Salvador, The Bahamas",Karen A. Kopcznski; Ilya V. Buynevich; H. Allen Curran; Jon Caris; Jonathan E. Nyquist,2017,article,Smith ScholarWorks (Smith College),4,Q08,no
10.46254/in02.20220559,10.46254/in02.20220559,https://openalex.org/W4386128989,Evaluation of SS 316L TPMS Lattice Structures Manufactured Using SLM Process,Shaikh Faisal; A. V. Mulay; Mayur Sawant,2022,conference-paper,,5,Q05,no
10.48550/arxiv.2103.00491,10.48550/arxiv.2103.00491,https://openalex.org/W3134766052,"Femtosecond laser micromachining of diamond: current research status, applications and challenges",Bakhtiar Ali Khan; I. V. Litvinyuk; Maksym Rybachuk,2021,preprint,arXiv (Cornell University),1,Q09,no
10.48550/arxiv.2208.07196,10.48550/arxiv.2208.07196,https://openalex.org/W4292122162,Determining HEDP Foams' Quality with Multi-View Deep Learning Classification,Nadav Schneider; Matan Rusanovsky; Raz Gvishi; Gal Oren,2022,preprint,arXiv (Cornell University),0,Q09,no
10.48550/arxiv.2305.14390,10.48550/arxiv.2305.14390,https://openalex.org/W4378468561,Needle guidance with Doppler-tracked polarization-sensitive optical coherence tomography,Danielle J. Harper; Yongjoo Kim; Alejandra Gómez-Ramírez; Benjamin J. Vakoc,2023,preprint,arXiv (Cornell University),0,Q10,no
10.48550/arxiv.2309.08649,10.48550/arxiv.2309.08649,https://openalex.org/W4386874869,An inspection technology of inner surface of the fine hole based on machine vision,Rongfang He; Weibin Zhang; Guofang Gao,2023,preprint,arXiv (Cornell University),0,Q05,yes
10.48550/arxiv.2311.15636,10.48550/arxiv.2311.15636,https://openalex.org/W4389116193,Liquid-shaped microlens for scalable production of ultrahigh-resolution OCT microendoscope,Chao Xu; Xin Guan; Syeda Aimen Abbasi; Neng Xia; To Ngai; Li Zhang; Ho‐Pui Ho; Sze Hang Calvin Ng; Wu Yuan,2023,preprint,arXiv (Cornell University),1,Q04,no
10.5038/9780991000982.1008,10.5038/9780991000982.1008,https://openalex.org/W2890010496,Remedial Investigation of Large Scale Karstic Flow Conduits with Brine-Enhanced Resistivity Imaging and Downhole Colloidal Borescope Methods,James Lolcama,2018,conference-paper,,0,Q08,yes
10.5075/epfl-thesis-5493,10.5075/epfl-thesis-5493,https://openalex.org/W1779415636,Miniaturized Microwave Cavities for Industrial Applications,Maddalena Violetti,2012,dissertation,Infoscience (Ecole Polytechnique Fédérale de Lausanne),1,Q12,no
10.5075/epfl-thesis-8202,10.5075/epfl-thesis-8202,https://openalex.org/W2774717482,Coherent Imaging of Cellular Dynamics,Miguel Sison,2017,dissertation,Infoscience (Ecole Polytechnique Fédérale de Lausanne),0,Q10,no
10.5098/fhp.v2.1.3003,10.5098/fhp.v2.1.3003,https://openalex.org/W2086096195,STATE-OF-THE-ART EXPERIMENTAL STUDIES ON LOOP HEAT PIPES,Stéphane Launay; Martial Vallée,2011,article,Frontiers in Heat Pipes,35,Q08,no
10.5162/12dss2015/p3.9,10.5162/12dss2015/p3.9,https://openalex.org/W2253539101,P3.9 - Taktile und optische Sensoren für die Inline-Prozessüberwachung bei der spanenden Fertigung,Th. Frank; Michael Fiedler; St. Völlmeke; A. T. Winzer; St. Görlandt; G. H. Ortlepp; A. Steinke; H.-W. Lahmann; Stefan Reich; L. Döring,2015,conference-paper,Tagungsband,0,Q03,no
10.5162/opto11/o2.2,10.5162/opto11/o2.2,https://openalex.org/W1829810856,2.2 - Robust and Miniaturized Non-Incremental Fiber-Optic Distance Sensor for Turbo Machine Rotor Deformation and Vibration Monitoring,P. Dreier; Thorsten Pfister; J. Czarske,2011,conference-paper,,0,Q12,no
10.5162/sensor09/v2/b8.2,10.5162/sensor09/v2/b8.2,https://openalex.org/W821700516,B8.2 - Three dimensional tactile-optical probing for the measurement of microparts,Rainer Tutsch; Markus Petz; Matthias Andraes; Thomas Wiedenhoefer; Ulrich Neuschaefer-Rube; Mark Wissmann,2009,conference-paper,,2,Q04,no
10.5194/bg-10-5681-2013,10.5194/bg-10-5681-2013,https://openalex.org/W2138591405,"Dynamics in mangroves assessed by high-resolution and multi-temporal satellite data: a case study in Zhanjiang Mangrove National Nature Reserve (ZMNNR), P. R. China",Kevin Leempoel; B. Satyaranayana; Carine Bourgeois; J. Zhang; M. Chen; J. Wang; Jan Bogaert; Farid Dahdouh‐Guebas,2013,article,Biogeosciences,27,Q02,no
10.5194/gi-9-79-2020,10.5194/gi-9-79-2020,https://openalex.org/W2991458747,Design and applications of drilling trajectory measurement instrumentation in an ultra-deep borehole based on a fiber-optic gyro,Yimin Liu; Chenghu Wang; Guangqiang Luo; Weifeng Ji,2020,article,"Geoscientific instrumentation, methods and data systems",5,Q02,yes
10.5194/isprs-archives-xlii-2-w13-1221-2019,10.5194/isprs-archives-xlii-2-w13-1221-2019,https://openalex.org/W2948817530,A SYNTHETIC 3D SCENE FOR THE VALIDATION OF PHOTOGRAMMETRIC ALGORITHMS,Dirk Frommholz,2019,article,"The international archives of the photogrammetry, remote sensing and spatial information sciences/International archives of the photogrammetry, remote sensing and spatial information sciences",1,Q05,no
10.5194/isprs-archives-xlii-2-w4-33-2017,10.5194/isprs-archives-xlii-2-w4-33-2017,https://openalex.org/W2613081019,OVERVIEW OF PHOTOGRAMMETRIC MEASUREMENT TECHNIQUES IN MINIMALLY INVASIVE SURGERY USING ENDOSCOPES,N. Conen; Thomas Lühmann,2017,article,"The international archives of the photogrammetry, remote sensing and spatial information sciences/International archives of the photogrammetry, remote sensing and spatial information sciences",7,Q05,no
10.5194/isprs-archives-xlviii-2-w2-2022-111-2022,10.5194/isprs-archives-xlviii-2-w2-2022-111-2022,https://openalex.org/W4311937466,SINGLE IMAGE LASER TRIANGULATION SYSTEM FOR 360° EXTERNAL INSPECTION OF CYLINDRICAL SHAPED OBJECTS USING INVERSE TRIANGULATION ALGORITHM,S. A. B. Petrovcic; Pedro D. V. Buschinelli; Marco Antônio Martins Cavaco; TIAGO LOUREIRO FIGARO DA COSTA PINTO,2022,article,"The international archives of the photogrammetry, remote sensing and spatial information sciences/International archives of the photogrammetry, remote sensing and spatial information sciences",0,Q05,no
10.5194/isprs-archives-xlviii-2-w8-2024-357-2024,10.5194/isprs-archives-xlviii-2-w8-2024-357-2024,https://openalex.org/W4405409473,Photogrammetric digitisation of a bronze head – Surveying inside and outside for thickness measurement,L. Perfetti; G. Vassena; Francesca Morandini; Francesco Fassi,2024,article,"The international archives of the photogrammetry, remote sensing and spatial information sciences/International archives of the photogrammetry, remote sensing and spatial information sciences",2,Q05,no
10.5194/isprs-archives-xlviii-m-2-2023-1379-2023,10.5194/isprs-archives-xlviii-m-2-2023-1379-2023,https://openalex.org/W4382140383,INTEGRATED 3D ACQUISITION OF COMPLEX WOODEN ARTEFACTS: THE PIFFETTI'S LIBRARY IN QUIRINALE PALACE (ROME),Michele Russo; Roberta Spallone; Luca James Senatore; Giulia Flenghi; L. Morozzi,2023,article,"The international archives of the photogrammetry, remote sensing and spatial information sciences/International archives of the photogrammetry, remote sensing and spatial information sciences",0,Q11,no
10.5194/jsss-9-179-2020,10.5194/jsss-9-179-2020,https://openalex.org/W3041281075,Calibrating a high-speed contact-resonance profilometer,Michael Fahrbach; Sebastian Friedrich; Brunero Cappella; Erwin Peiner,2020,article,Journal of sensors and sensor systems,2,Q03,no
10.5194/ms-8-289-2017,10.5194/ms-8-289-2017,https://openalex.org/W2755311691,Comparative experimental investigation and gap flow simulation in electrical discharge drilling using new electrode geometry,Ali Tolga Bozdana; Nazar Kais AL-Karkhi,2017,article,Mechanical sciences,12,Q02,no
10.5194/tc-16-2617-2022,10.5194/tc-16-2617-2022,https://openalex.org/W4283688628,Formation of glacier tables caused by differential ice melting: field observation and modelling,Marceau Hénot; Vincent Langlois; Jérémy Vessaire; Nicolas Plihon; Nicolas Taberlet,2022,article,The cryosphere,2,Q02,no
10.5194/wes-10-193-2025,10.5194/wes-10-193-2025,https://openalex.org/W4406694286,Dynamic displacement measurement of a wind turbine tower using accelerometers: tilt error compensation and validation,Clemens Jonscher; Paula Helming; David Märtins; Andreas Fischer; David Bonilla; Benedikt Hofmeister; Tanja Grießmann; Raimund Rolfes,2025,article,Wind energy science,9,Q12,no
10.5194/wes-8-421-2023,10.5194/wes-8-421-2023,https://openalex.org/W4361009263,Assessing the rotor blade deformation and tower–blade tip clearance of a 3.4 MW wind turbine with terrestrial laser scanning,Paula Helming; Alex Intemann; Klaus-Peter Webersinke; Axel von Freyberg; Michael Sorg; Andreas Fischer,2023,article,Wind energy science,8,Q12,no
10.52209/2706-977x_2024_1_21,10.52209/2706-977x_2024_1_21,https://openalex.org/W4394787514,Processing of a Part Such as a Composite Bearing Housing on a Milling Machine With a Digital Control Program,Tatyana Nikonova; D Kabidenov; Г. Б. Абдугалиева; Alex Berg; K.I. Imasheva,2024,article,Material and Mechanical Engineering Technology,0,Q11,no
10.52209/2706-977x_2024_1_29,10.52209/2706-977x_2024_1_29,https://openalex.org/W4394784508,Design of Scrubber for Sedimentation and Dissolution of Milk Dust,G Raitsky; Yu Drobyazgo,2024,article,Material and Mechanical Engineering Technology,0,Q11,no
10.52209/2706-977x_2024_1_3,10.52209/2706-977x_2024_1_3,https://openalex.org/W4394784528,Features of Engineering Methods of Research Results on Butt Welding on Metal Pipelines,Bakhtiyor Mardonov; Карибек Шеров; Murtoza Shavkidinovich Toirov; Lutfiddin Makhmudov; Sherali Yakhshiev; A Kongkybayeva,2024,article,Material and Mechanical Engineering Technology,4,Q11,no
